"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-UserProfile-022","Modify Profile","User Profile","9","User has an account","Updated name, surname, email, password, car brand, car model, fuel type","1. Press the modify profile button.
2. Update the profile information.","Updated information saved in the database."
"TC-UserAuthentication-023","User Logout","User Authentication","9","User is logged in","None","1. From the profile section, press the 'ESCI' button.
2. The system returns to the login/registration screen.","User must log in again to access services."
"TC-TripHistory-024","View Trip History","Trip History","11","User has completed multiple trips","None","1. Access the trip history feature.
2. Review past trips and associated emissions.","User can view historical trip data and emissions."
"TC-SystemCompatibility-025","App Compatibility","System Compatibility","10","None","None","1. Install the app on different Android devices.","App functions correctly across various Android devices."
"TC-EmissionReporting-026","Report Accuracy","Emission Reporting","10, 11","User has completed a trip","None","1. After completing a trip, review the emissions report.","Accurate report showing distance, emissions, and date of the trip."
"TC-DataManagement-027","Database Update","Data Management","9, 11","User has modified profile or completed a trip","None","1. Perform actions that update the database (modify profile, complete trip).","Database updated with new or modified user data and trip information."
"TC-UserAuthentication-028","Mandatory Login Requirement","User Authentication","11","User has not registered","None","1. Attempt to use app services without logging in.","User cannot access services without logging in first."
"TC-UserProfile-029","Profile Persistence","User Profile","11","User has registered and logged out","None","1. Log back into the app.
2. Verify profile information.","Profile information remains intact after logout and login."
"TC-EmissionCalculation-030","Emission Calculation Based on Vehicle Type","Emission Calculation","10, 11","User has started a trip","Vehicle type","1. During the trip, the system calculates CO2 emissions based on the vehicle type.","CO2 emissions accurately calculated based on the specified vehicle type."
"TC-EmissionReporting-031","Display Emission Report","Emission Reporting","11","User has completed a trip","None","1. After completing a trip, view the emission report.","Report shows distance traveled, CO2 emissions, and date of the trip."
"TC-UserProfile-032","User Modification","User Profile","11","User has an account","Updated profile information","1. Modify profile information.
2. Save changes.","Updated profile information reflected in the database."
"TC-UserAuthentication-033","Logout Functionality","User Authentication","11","User is logged in","None","1. Press the logout button.
2. Confirm logout action.","User redirected to login screen upon successful logout."
"TC-DataManagement-034","Database Synchronization","Data Management","11","User has performed actions that update the database","None","1. Perform actions that update the database (modify profile, complete trip).
2. Verify database synchronization.","Database updates reflect user actions accurately."
"TC-UserAuthentication-035","Login Flow","User Authentication","11","User has registered and logged out","Email, Password","1. Log back into the app.
2. Verify login functionality.","Successful login and redirection to main screen."
"TC-UserProfile-036","Profile Information Display","User Profile","11","User has an account","None","1. Access the profile section.
2. Verify displayed information.","Correct profile information displayed as entered during registration."
"TC-UserAuthentication-037","Logout Confirmation","User Authentication","11","User is logged in","None","1. Press the logout button.
2. Confirm logout action.","User prompted for confirmation before logging out."
"TC-TripManagement-038","Trip Completion","Trip Management","11","User has started a trip","None","1. Complete the trip.
2. Verify trip completion status.","Trip marked as completed in the system."
"TC-DataManagement-039","Database Consistency","Data Management","11","User has performed actions that update the database","None","1. Perform actions that update the database (modify profile, complete trip).
2. Verify database consistency.","Database maintains consistent and accurate records."
"TC-UserAuthentication-040","Login Verification","User Authentication","11","User has registered and logged out","Email, Password","1. Log back into the app.
2. Verify login verification process.","Successful login verification and redirection to main screen."
"TC-UserProfile-041","Profile Update","User Profile","11","User has an account","Updated profile information","1. Modify profile information.
2. Save changes.","Updated profile information reflected in the database."
"TC-UserAuthentication-042","Logout Process","User Authentication","11","User is logged in","None","1. Press the logout button.
2. Confirm logout action.","User successfully logged out and redirected to login screen."
"TC-TripHistory-043","Review Trip History","Trip History","11","User has completed multiple trips","None","1. Navigate to the trip history section.
2. Review past trips and emissions.","Historical trip data and emissions displayed accurately."
"TC-Space-044","Device has sufficient storage space for app installation","Space","13","None","None","1. Check the available storage space on the device.
2. Attempt to install the app.","The app installation is successful if there is sufficient storage space."
"TC-Battery-045","App does not consume excessive battery","Battery","14","None","None","1. Start the app.
2. Perform actions that trigger emission calculations.
3. Monitor battery consumption.","The app consumes minimal battery during emission calculations."
"TC-Interface-046","Interface is simple and intuitive","Interface","14","None","None","1. Launch the app.
2. Navigate through different sections of the app.","The interface is easy to understand and navigate without confusion."
"TC-Compatibility-047","App is compatible with Android devices starting from version 8.0","Compatibility","14","None","None","1. Install the app on an Android device running version 8.0 or higher.
2. Use the app functionalities.","The app runs smoothly and all functionalities work as intended."
"TC-Database-048","System ensures ease of updating and maintaining user historical data","Database","14","None","None","1. Add new user data.
2. Update existing user data.
3. Retrieve historical user data.","User data can be easily updated and retrieved without affecting performance."
"TC-Timeliness-049","Deliverables are submitted on time","Timeliness","14","None","None","1. Check the schedule for deliverables.
2. Verify the submission dates.","All deliverables are submitted according to the scheduled timeline."
"TC-Knowledge-050","Team possesses knowledge in Java, PostgreSQL, and JavaScript","Knowledge","14","None","None","1. Assess the team's proficiency in Java, PostgreSQL, and JavaScript.","The team demonstrates adequate knowledge in the specified programming languages."
"TC-Internet-051","Device must be connected to the internet","Internet","15","None","None","1. Connect the device to the internet.
2. Access the app.","The app functions correctly when the device is connected to the internet."
"TC-Table-052","Table of requirements traceability","Table","15","None","None","1. Review the table of requirements traceability.","The table accurately reflects the relationship between non-functional and functional requirements."
