item_type,item_text,rank,matched_testcase_id,similarity_score,matched_testcase_text
flow,"homepage -> click impostazioni — type=transition; label=""si""; explanation=""user clicks impostazioni"";",1,TC-HOME-001,0.864503800868988,"test case id: tc-home-001 title: user navigates to settings from homepage module: homepage source pages: 1 preconditions: user is on the homepage. test data: test steps: 1. tap on ""impostazioni"". 2. verify that the ""impostazioni"" page opens. expected result: the ""impostazioni"" page should open successfully."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",7,TC-PATHFINDER-014,0.7868821620941162,"test case id: tc-pathfinder-014 title: user navigates to homepage without suggestion from question module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page and no suggestion is available. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the question is displayed. 3. tap on ""ritorno ad homepage"". 4. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the question should be displayed, and the user should return to the ""apertura pagina pathfinder"" page."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",8,TC-PATHFINDER-004,0.786302924156189,"test case id: tc-pathfinder-004 title: user navigates to homepage without suggestion from question module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page and no suggestion is available. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the question is displayed. 3. tap on ""ritorno ad homepage"". 4. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the question should be displayed, and the user should return to the ""apertura pagina pathfinder"" page."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",9,TC-PATHFINDER-010,0.785836935043335,"test case id: tc-pathfinder-010 title: user navigates to homepage without suggestion from question module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page and no suggestion is available. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the question is displayed. 3. tap on ""ritorno ad homepage"". 4. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the question should be displayed, and the user should return to the ""apertura pagina pathfinder"" page."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",10,TC-PATHFINDER-006,0.7856143712997437,"test case id: tc-pathfinder-006 title: user navigates to homepage without suggestion from question module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page and no suggestion is available. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the question is displayed. 3. tap on ""ritorno ad homepage"". 4. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the question should be displayed, and the user should return to the ""apertura pagina pathfinder"" page."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",11,TC-PATHFINDER-008,0.7855838537216187,"test case id: tc-pathfinder-008 title: user navigates to homepage without suggestion from question module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page and no suggestion is available. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the question is displayed. 3. tap on ""ritorno ad homepage"". 4. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the question should be displayed, and the user should return to the ""apertura pagina pathfinder"" page."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",12,TC-PATHFINDER-011,0.7855567932128906,"test case id: tc-pathfinder-011 title: user navigates to homepage without suggestion from question module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page and no suggestion is available. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the question is displayed. 3. tap on ""ritorno ad homepage"". 4. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the question should be displayed, and the user should return to the ""apertura pagina pathfinder"" page."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",13,TC-PATHFINDER-009,0.785126268863678,"test case id: tc-pathfinder-009 title: user navigates to homepage without suggestion from question module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page and no suggestion is available. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the question is displayed. 3. tap on ""ritorno ad homepage"". 4. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the question should be displayed, and the user should return to the ""apertura pagina pathfinder"" page."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",14,TC-PATHFINDER-015,0.7850470542907715,"test case id: tc-pathfinder-015 title: user navigates to homepage without suggestion from question module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page and no suggestion is available. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the question is displayed. 3. tap on ""ritorno ad homepage"". 4. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the question should be displayed, and the user should return to the ""apertura pagina pathfinder"" page."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",15,TC-PATHFINDER-007,0.7849845886230469,"test case id: tc-pathfinder-007 title: user navigates to homepage without suggestion from question module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page and no suggestion is available. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the question is displayed. 3. tap on ""ritorno ad homepage"". 4. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the question should be displayed, and the user should return to the ""apertura pagina pathfinder"" page."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",16,TC-PAGINADETTAGLIATA-004,0.776822566986084,"test case id: tc-paginadettagliata-004 title: user returns to homepage from pagina dettagliata module: pagina dettagliata source pages: 2 preconditions: user is on the ""pagina dettagliata"" page. test data: test steps: 1. tap on ""indietro"". 2. verify that the user returns to the ""pagina dettagliata"" page. expected result: the user should return to the ""pagina dettagliata"" page."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",17,TC-PATHFINDER-003,0.7741986513137817,"test case id: tc-pathfinder-003 title: user navigates to suggested location from question module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page and a suggestion is available. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the suggested location is displayed. 3. tap on ""ritorno ad homepage"". 4. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the suggested location should be displayed, and the user should return to the ""apertura pagina pathfinder"" page."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",18,TC-PATHFINDER-005,0.7728955745697021,"test case id: tc-pathfinder-005 title: user navigates to homepage without clicking ""indietro"" module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the question is displayed. 3. tap on ""ritorno ad homepage"". 4. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the question should be displayed, and the user should return to the ""apertura pagina pathfinder"" page."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",19,TC-PATHFINDER-002,0.7687461376190186,"test case id: tc-pathfinder-002 title: user navigates to question from pathfinder module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the question is displayed. expected result: the question should be displayed."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",20,TC-PATHFINDER-001,0.7628382444381714,"test case id: tc-pathfinder-001 title: user navigates back to homepage from pathfinder module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page. test data: test steps: 1. tap on ""indietro"". 2. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the user should return to the ""apertura pagina pathfinder"" page."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",21,TC-PAGINADETTAGLIATA-001,0.7571940422058105,"test case id: tc-paginadettagliata-001 title: user navigates to mappa from pagina dettagliata module: pagina dettagliata source pages: 2 preconditions: user is on the ""pagina dettagliata"" page. test data: test steps: 1. tap on ""navigate"". 2. verify that the ""mappa"" page opens. expected result: the ""mappa"" page should open successfully."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",22,TC-PAGINADETTAGLIATA-002,0.7465006113052368,"test case id: tc-paginadettagliata-002 title: user navigates to yelp from pagina dettagliata module: pagina dettagliata source pages: 2 preconditions: user is on the ""pagina dettagliata"" page. test data: test steps: 1. tap on ""open in browser"". 2. verify that the yelp website opens in the browser. expected result: the yelp website should open in the browser."
flow,"homepage -> visualizzazione nuovo luogo — type=transition; label=""no""; explanation=""user selects 'visualizzazione nuovo luogo'"";",23,TC-PAGINADETTAGLIATA-003,0.7437050342559814,"test case id: tc-paginadettagliata-003 title: user initiates a call from pagina dettagliata module: pagina dettagliata source pages: 2 preconditions: user is on the ""pagina dettagliata"" page. test data: test steps: 1. tap on ""call business"". 2. verify that the phone app initiates a call to the business. expected result: the phone app should initiate a call to the business."
flow,"visualizzazione nuovo luogo -> click pathfinder — type=transition; label=""si""; explanation=""user clicks pathfinder"";",1,TC-HOME-003,0.8981802463531494,"test case id: tc-home-003 title: user navigates to pathfinder from visualizzazione nuovo luogo module: visualizzazione nuovo luogo source pages: 1 preconditions: user is on the ""visualizzazione nuovo luogo"" page. test data: test steps: 1. tap on ""pathfinder"". 2. verify that the ""pathfinder"" page opens. expected result: the ""pathfinder"" page should open successfully."
flow,"visualizzazione nuovo luogo -> click pathfinder — type=transition; label=""si""; explanation=""user clicks pathfinder"";",2,TC-HOME-002,0.8564478754997253,"test case id: tc-home-002 title: user views a new location from homepage module: homepage source pages: 1 preconditions: user is on the homepage. test data: test steps: 1. tap on ""visualizzazione nuovo luogo"". 2. verify that the ""pathfinder"" page opens. expected result: the ""pathfinder"" page should open successfully."
flow,"visualizzazione nuovo luogo -> click pathfinder — type=transition; label=""si""; explanation=""user clicks pathfinder"";",3,TC-PATHFINDER-002,0.8329584002494812,"test case id: tc-pathfinder-002 title: user navigates to question from pathfinder module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the question is displayed. expected result: the question should be displayed."
flow,"visualizzazione nuovo luogo -> click pathfinder — type=transition; label=""si""; explanation=""user clicks pathfinder"";",4,TC-PATHFINDER-003,0.8314938545227051,"test case id: tc-pathfinder-003 title: user navigates to suggested location from question module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page and a suggestion is available. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the suggested location is displayed. 3. tap on ""ritorno ad homepage"". 4. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the suggested location should be displayed, and the user should return to the ""apertura pagina pathfinder"" page."
flow,"visualizzazione nuovo luogo -> click pathfinder — type=transition; label=""si""; explanation=""user clicks pathfinder"";",5,TC-HOME-004,0.83133864402771,"test case id: tc-home-004 title: user swipes to the right from visualizzazione nuovo luogo module: visualizzazione nuovo luogo source pages: 1 preconditions: user is on the ""visualizzazione nuovo luogo"" page. test data: test steps: 1. swipe to the right. 2. verify that the application does not perform any action. expected result: no action should occur upon swiping to the right."
flow,"visualizzazione nuovo luogo -> click pathfinder — type=transition; label=""si""; explanation=""user clicks pathfinder"";",6,TC-PATHFINDER-012,0.8294668197631836,"test case id: tc-pathfinder-012 title: user navigates to homepage without suggestion from question module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page and no suggestion is available. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the question is displayed. 3. tap on ""ritorno ad homepage"". 4. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the question should be displayed, and the user should return to the ""apertura pagina pathfinder"" page."
flow,"visualizzazione nuovo luogo -> click pathfinder — type=transition; label=""si""; explanation=""user clicks pathfinder"";",7,TC-PATHFINDER-013,0.8291961550712585,"test case id: tc-pathfinder-013 title: user navigates to homepage without suggestion from question module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page and no suggestion is available. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the question is displayed. 3. tap on ""ritorno ad homepage"". 4. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the question should be displayed, and the user should return to the ""apertura pagina pathfinder"" page."
flow,"visualizzazione nuovo luogo -> click pathfinder — type=transition; label=""si""; explanation=""user clicks pathfinder"";",8,TC-PATHFINDER-014,0.8286040425300598,"test case id: tc-pathfinder-014 title: user navigates to homepage without suggestion from question module: apertura pagina pathfinder source pages: 3 preconditions: user is on the ""apertura pagina pathfinder"" page and no suggestion is available. test data: test steps: 1. tap on ""indietro"" (not clicked). 2. verify that the question is displayed. 3. tap on ""ritorno ad homepage"". 4. verify that the user returns to the ""apertura pagina pathfinder"" page. expected result: the question should be displayed, and the user should return to the ""apertura pagina pathfinder"" page."
