"Test Case ID","Title","Module","Source UML Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-ModifyAnnouncement-001","Successful Modification of Announcement","MODIFICA ANNUNCIO","1","User has viewed an announcement.","announcementId = 1, title = ""Updated Title"", description = ""Updated description."", price = 20.00","1. Enter ""1"" as the announcementId.
2. Enter ""Updated Title"" as the title.
3. Enter ""Updated description."" as the description.
4. Enter ""20.00"" as the price.
5. Click the modify announcement button.","Announcement is modified successfully and redirected to the main menu."
"TC-DeleteAnnouncement-001","Successful Deletion of Announcement","ELIMINAZIONE ANNUNCIO","1","User has modified an announcement.","announcementId = 1","1. Enter ""1"" as the announcementId.
2. Click the delete announcement button.","Announcement is deleted successfully and redirected to the main menu."
"TC-ModifyAccount-001","Successful Modification of Account","MODIFICA ACCOUNT","1","User is logged in.","username = ""updateduser"", password = ""updatedpassword"", email = ""updateduser@example.com""","1. Enter ""updateduser"" as the username.
2. Enter ""updatedpassword"" as the password.
3. Enter ""updateduser@example.com"" as the email.
4. Click the modify account button.","Account is modified successfully and redirected to the main menu."
"TC-CreateUser-001","Successful User Creation","CREATE USER","2","User has not registered yet.","username = ""newuser"", password = ""newpassword"", email = ""newuser@example.com""","1. Enter ""newuser"" as the username.
2. Enter ""newpassword"" as the password.
3. Enter ""newuser@example.com"" as the email.
4. Click the create user button.","User is created successfully and redirected to the login page."
"TC-CreateUser-002","Duplicate Username During User Creation","CREATE USER","2","User has already registered with the same username.","username = ""existinguser"", password = ""existingpassword"", email = ""existinguser@example.com""","1. Enter ""existinguser"" as the username.
2. Enter ""existingpassword"" as the password.
3. Enter ""existinguser@example.com"" as the email.
4. Click the create user button.","An error message is displayed indicating the username is already taken."
"TC-CreateNoticeboard-001","Successful Creation of Noticeboard","CREATE NOTICEBOARD","9, 11","User is logged in.","title = ""Test Noticeboard"", description = ""This is a test noticeboard.""","1. Enter ""Test Noticeboard"" as the title.
2. Enter ""This is a test noticeboard."" as the description.
3. Click the create noticeboard button.","Noticeboard is created successfully and redirected to the main menu."
"TC-ModifyNoticeboard-001","Successful Modification of Noticeboard","MODIFY NOTICEBOARD","9, 11","User has created a noticeboard.","title = ""Updated Title"", description = ""Updated description.""","1. Enter ""Updated Title"" as the title.
2. Enter ""Updated description."" as the description.
3. Click the modify noticeboard button.","Noticeboard is modified successfully and redirected to the main menu."
"TC-DeleteNoticeboard-001","Successful Deletion of Noticeboard","DELETE NOTICEBOARD","9, 11","User has modified a noticeboard.","id = 1","1. Enter ""1"" as the id.
2. Click the delete noticeboard button.","Noticeboard is deleted successfully and redirected to the main menu."
"TC-FilterNoticeboard-001","Successful Filtering of Noticeboard","FILTER NOTICEBOARD","10, 12","User has created a noticeboard.","category = ""Electronics""","1. Enter ""Electronics"" as the category.
2. Click the filter noticeboard button.","Noticeboard is filtered successfully and redirected to the main menu."
"TC-ApplyFilter-001","Successful Application of Filter","APPLY FILTER","10, 12","User has created a noticeboard.","category = ""Electronics""","1. Enter ""Electronics"" as the category.
2. Click the apply filter button.","Noticeboard is filtered successfully and redirected to the main menu."
"TC-NotifyUserExists-001","Notification of Existing User","NOTIFY USER EXISTS","10","User has tried to create a user with an existing username.","username = ""existinguser"", password = ""newpassword"", email = ""existinguser@example.com""","1. Enter ""existinguser"" as the username.
2. Enter ""newpassword"" as the password.
3. Enter ""existinguser@example.com"" as the email.
4. Click the create user button.","An error message is displayed indicating the username already exists."
"TC-NotifyNoticeboardExists-001","Notification of Existing Noticeboard","NOTIFY NOTICEBOARD EXISTS","11","User has tried to create a noticeboard with an existing title.","title = ""Existing Noticeboard"", description = ""This is an existing noticeboard.""","1. Enter ""Existing Noticeboard"" as the title.
2. Enter ""This is an existing noticeboard."" as the description.
3. Click the create noticeboard button.","An error message is displayed indicating the noticeboard title already exists."
"TC-CheckCandidateList-001","Check Candidate List","CHECK CANDIDATE LIST","13","User has a candidate list.","candidateId = 1","1. Enter ""1"" as the candidateId.
2. Click the check candidate list button.","Candidate list is checked successfully and redirected to the main menu."
"TC-ModifyData-001","Modify Data","MODIFY DATA","14, 16","User has a noticeboard that needs modification.","id = 1, title = ""Updated Title"", description = ""Updated description.""","1. Enter ""1"" as the id.
2. Enter ""Updated Title"" as the title.
3. Enter ""Updated description."" as the description.
4. Click the modify data button.","Data is modified successfully and redirected to the main menu."
