Test Case ID,Title,Module,Source UML Pages,Preconditions,Test Data,Test Steps,Expected Result
TC-Search-003,Adding a Contact,Search,5,User is logged in and a profile exists.,- Profile: Resident or Business,"1. User clicks on the profile.
2. User clicks on the ""Add to Contacts"" button.
3. System adds the profile to the user's contact list.",- Profile is added to the user's contact list.
TC-Search-004,Viewing Unsold Items,Search,5,User is logged in and a business profile exists.,- Business profile: TestBusiness,"1. User clicks on the business profile.
2. User clicks on the ""View Unsold Items"" button.
3. System displays the unsold items.",- Unsold items are displayed for the business profile.
TC-Search-005,Viewing Promotions,Search,5,User is logged in and a business profile exists.,- Business profile: TestBusiness,"1. User clicks on the business profile.
2. User clicks on the ""View Promotions"" button.
3. System displays the promotions.",- Promotions are displayed for the business profile.
TC-Search-006,Booking an Appointment,Search,5,User is logged in and a business profile exists.,- Business profile: TestBusiness,"1. User clicks on the business profile.
2. User clicks on the ""Book Appointment"" button.
3. System opens the calendar.
4. User selects a date and time.
5. System confirms the appointment.",- Appointment is booked and confirmed.
TC-Database-001,Database Write Operation,Database,6,User is logged in and a post exists.,"- Post content: ""Test post content""
- Neighborhood: TestNeighborhood","1. User clicks on the post to view it.
2. User clicks on the comment button.
3. User enters comment content.
4. User clicks on the ""Leave Comment"" button.
5. System saves the comment.
6. System waits for the database write operation.
7. System confirms the successful write operation.",- Comment is successfully saved and the database write operation is confirmed.
TC-Database-002,Database Write Operation Failure,Database,6,User is logged in and a post exists.,"- Post content: ""Test post content""
- Neighborhood: TestNeighborhood","1. User clicks on the post to view it.
2. User clicks on the comment button.
3. User enters comment content.
4. User clicks on the ""Leave Comment"" button.
5. System saves the comment.
6. System fails to write to the database.",- Error message displayed indicating that the database write operation failed.
TC-Database-003,Database Write Operation with Empty Content,Database,6,User is logged in and a post exists.,"- Post content: """"
- Neighborhood: TestNeighborhood","1. User clicks on the post to view it.
2. User clicks on the comment button.
3. User enters empty comment content.
4. User clicks on the ""Leave Comment"" button.
5. System checks if the comment content is valid.
6. If the comment content is invalid, system displays an error message.",- Error message displayed indicating that the comment content is invalid.
TC-Database-004,Database Write Operation with Invalid Content,Database,6,User is logged in and a post exists.,"- Post content: ""Invalid content""
- Neighborhood: TestNeighborhood","1. User clicks on the post to view it.
2. User clicks on the comment button.
3. User enters invalid comment content.
4. User clicks on the ""Leave Comment"" button.
5. System checks if the comment content is valid.
6. If the comment content is invalid, system displays an error message.",- Error message displayed indicating that the comment content is invalid.
TC-Database-005,Database Write Operation with Empty Post Content,Database,6,User is logged in and a post exists.,"- Post content: """"
- Neighborhood: TestNeighborhood","1. User clicks on the post to view it.
2. User clicks on the comment button.
3. User enters empty post content.
4. User clicks on the ""Leave Comment"" button.
5. System checks if the post content is valid.
6. If the post content is invalid, system displays an error message.",- Error message displayed indicating that the post content is invalid.
TC-Database-006,Database Write Operation with Invalid Post Content,Database,6,User is logged in and a post exists.,"- Post content: ""Invalid post content""
- Neighborhood: TestNeighborhood","1. User clicks on the post to view it.
2. User clicks on the comment button.
3. User enters invalid post content.
4. User clicks on the ""Leave Comment"" button.
5. System checks if the post content is valid.
6. If the post content is invalid, system displays an error message.",- Error message displayed indicating that the post content is invalid.
TC-Database-007,Database Write Operation with Empty Neighborhood,Database,6,User is logged in and a post exists.,"- Post content: ""Test post content""
- Neighborhood: """"","1. User clicks on the post to view it.
2. User clicks on the comment button.
3. User enters comment content.
4. User clicks on the ""Leave Comment"" button.
5. System checks if the neighborhood is",
