"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Weather-017","Weather information request","Weather","19","The user is registered and logged in the application.
The application has access to the user's current position.","None","1. The user initiates a weather information request through the application.","The system acquires the user's current position and displays the local weather forecast for that area."
"TC-Weather-018","Weather information display","Weather","19","The user is registered and logged in the application.
The system has the user's current position and the weather forecast for that area.","None","1. The system displays the weather forecast for the user's current position.","The weather forecast is displayed in a user-friendly format, with details on relevant weather phenomena (e.g. rain, snow, strong wind, etc.). The system also provides advice and recommendations based on the weather conditions."
"TC-Weather-019","Weather information update","Weather","19","The user is registered and logged in the application.
The system has the user's current position and the weather forecast for that area.","None","1. During the user's hike, the system detects a significant change in the weather conditions.
2. The system notifies the user immediately.","The user is notified of the change in weather conditions."
"TC-Weather-020","Alternative weather service","Weather","19","The primary weather service is unavailable.","None","1. The system provides the user with general advice based on typical weather conditions for that area and that time of year.","The user receives general advice based on typical weather conditions for that area and that time of year."
"TC-Health-021","Access and manage past workouts","Health","20","The user has performed at least one workout previously.
The user has access to the system.","None","1. The user accesses the ""Health"" section of the platform.
2. The system shows a list of past workouts, ordered chronologically.
3. The user can select a workout to view detailed statistics.
4. The system provides information such as duration, steps, distance covered, and calories burned.
5. The user can filter workouts based on specific parameters (e.g. date, type of workout, etc.).","The user has visualized, managed past workouts."
"TC-Training-022","Training registration and monitoring","Training","21","The user has access to the system.","None","1. The user starts the training feature.
2. The system starts a timer to track the duration.
3. During the training, the system records the number of steps, distance covered, and calories burned.
4. The user can interact with the system to view real-time statistics.
5. At the end of the training, the user stops the registration.
6. The system saves the statistics and updates the user's profile.","The statistics of the training are registered and updated in the user's profile."
"TC-Collaboration-023","User identification","Collaboration","22","None","None","1. Every user, whether an administrator (admin) or a regular user (user), is uniquely identified within the system through the NoSQL database.","A clear and secure organization of user data is maintained."
"TC-Collaboration-024","Registration","Collaboration","22","None","None","1. Registration is a crucial step for both administrators and regular users.
For administrators, it provides access to advanced and management functions.
For regular users, it is essential for personalizing the user experience, saving preferences, and participating actively in the application community.","The registration process is completed successfully."
"TC-Collaboration-025","Communication with servers","Collaboration","22","None","None","1. The application communicates with various servers to ensure constant and real-time updates of all information.","Both administrators and regular users always have access to the most up-to-date information."
"TC-Collaboration-026","Position update","Collaboration","22","None","None","1. The user's position is periodically updated and sent to the database through appropriate APIs.","The position update process is completed successfully."
"TC-Collaboration-027","Interaction and visualization of information","Collaboration","22","None","None","1. Users can interact with the system to view relevant signals and information within the application.
The system calculates the distances between the signals present and the user's position, showing the results in an intuitive and easily navigable map.
Administrators, in addition, can manage and moderate these signals to maintain order and the reliability of the shared information.","Users can interact with the system and visualize relevant signals and information."
"TC-UserProfile-028","View Profile","User Profile","26","User is registered","N/A","1. Navigate to the user profile page
2. Verify that the user's details (name, email, photo, and previous treks) are displayed","User's details are correctly displayed"
"TC-UserProfile-029","Update Profile","User Profile","26","User is registered","Updated user details (name, email, photo)","1. Navigate to the user profile page
2. Click on the ""Edit Profile"" button
3. Update the user details
4. Click on the ""Save"" button","User's details are successfully updated"
"TC-UserLogin-030","User Login","User Login","24","User is not logged in","User credentials (email, password)","1. Navigate to the login page
2. Enter the user credentials
3. Click on the ""Login"" button","User is successfully logged in and can access the application"
"TC-TrailSelection-031","Select Trail","Trail Selection","25, 27","User is logged in","Trail coordinates","1. Navigate to the trail selection page
2. Select a trail on the map
3. Verify that the trail details (length, elevation, estimated time, points of interest) are displayed","Selected trail details are correctly displayed"
"TC-WeatherConditions-032","Weather Conditions","Weather Conditions","27","User is logged in","Trail coordinates","1. Navigate to the trail selection page
2. Select a trail on the map
3. Verify that the weather conditions for the selected trail are displayed","Weather conditions for the selected trail are correctly displayed"
"TC-LocationCheck-033","Check Location","Location Check","28","User is logged in","N/A","1. Navigate to the location check page
2. Select a location on the map
3. Verify that the weather conditions for the selected location are displayed","Weather conditions for the selected location are correctly displayed"
"TC-Health-034","View Past Workouts","Health","29","User has past workouts","N/A","1. Navigate to the past workouts page
2. Verify that the user's past workouts are displayed","Past workouts are correctly displayed"
"TC-Training-035","Record Training Metrics","Training","29","User is logged in and currently training","Training metrics (duration, steps, distance, calories burned)","1. Start the training session
2. Record the training metrics
3. Stop the training session","Training metrics are correctly recorded and displayed"
"TC-Application-036","Affidabilità","Application","32","User has the Trek with TrekMate 2023/24 app installed and running on their device.","None","1. Open the Trek with TrekMate 2023/24 app.
2. Check the meteorological information provided by the app.
3. Check the event notifications provided by the app.
4. Interact with the app (e.g., change settings, refresh data).","The app should provide accurate and reliable meteorological information, event notifications, and user interactions."
"TC-Application-037","Toleranza agli errori","Application","32,33","User has the Trek with TrekMate 2023/24 app installed and running on their device.","None","1. Intentionally enter incorrect data or perform incorrect actions within the app.
2. Check if the app continues to operate correctly and minimizes the impact on performance and functionality.","The app should continue to operate effectively even in the presence of errors or incorrect input."
"TC-UserProfile-038","Consistenza dei dati","User Profile","34","User has created an account and is logged in to the Trek with TrekMate 2023/24 app.","User makes changes to their profile information.","1. Log in to the Trek with TrekMate 2023/24 app.
2. Navigate to the user profile section.
3. Make changes to the user profile information.
4. Save the changes.
5. Check if the changes are correctly saved and reflect the updated user information.","The app should maintain the coherence and integrity of the user's data during and after the process of updating the profile, ensuring that all changes are correctly saved and reflect the current user information."
"TC-Application-039","Compatibilità","Application","34","User has the Trek with TrekMate 2023/24 app installed on a device with a different hardware or software platform.","None","1. Install the Trek with TrekMate 2023/24 app on a device with a different hardware or software platform.
2. Check if the app functions correctly and efficiently on the new platform.","The app should function correctly and efficiently on various hardware and software platforms, providing a consistent and complete user experience."
"TC-Application-040","Prestazioni","Application","35","User has the Trek with TrekMate 2023/24 app installed and running on their device.","None","1. Open the Trek with TrekMate 2023/24 app.
2. Check the performance of the app, including loading times, responsiveness, and overall speed.","The app should utilize the device's resources efficiently, minimizing the load and optimizing the response times."
"TC-Application-041","Tempi di risposta","Application","36","User has the Trek with TrekMate 2023/24 app installed and running on their device.","User requests various actions or data from the app.","1. Open the Trek with TrekMate 2023/24 app.
2. Request various actions or data from the app.
3. Check the response times of the app.","The app should provide quick responses to user requests, while also adhering to the GDPR norms."
"TC-Application-042","Usabilità","Application","36","User has the Trek with TrekMate 2023/24 app installed and running on their device.","None","1. Open the Trek with TrekMate 2023/24 app.
2. Navigate through the app and interact with its various features.
3. Evaluate the ease of use, intuitiveness, and accessibility provided by the app.","The app should be easy to use, intuitive, and accessible, providing a positive user experience and overall satisfaction."
"TC-Usability-043","Navigation Ease","Usability","37","User has the Trek with TrekMate 2023/24 application installed on their device.","N/A","1. Open the Trek with TrekMate 2023/24 application.
2. Navigate through the application to different sections.
3. Attempt to find specific information or functions within the application.","The user should be able to navigate easily within the application and find the information or functions they are looking for without difficulty."
"TC-DevelopmentStandards-044","Adherence to Development Standards","Development Standards","38","N/A","N/A","1. Review the source code of the Trek with TrekMate 2023/24 application.
2. Verify that the code adheres to recognized development standards.","The code should adhere to recognized development standards, ensuring a robust, reliable, and easily maintainable application."
"TC-Programming-045","Java and Spring Boot Proficiency","Programming","39","N/A","N/A","1. Review the source code of the Trek with TrekMate 2023/24 application.
2. Verify that the team has a deep understanding and practical experience in Java and Spring Boot.","The team should have a deep understanding and practical experience in Java and Spring Boot, enabling them to develop efficient and effective code for the application."
"TC-DatabaseManagement-046","MongoDB Proficiency","Database Management","40","N/A","N/A","1. Review the source code of the Trek with TrekMate 2023/24 application.
2. Verify that the team has a deep understanding and practical experience in MongoDB.","The team should have a deep understanding and practical experience in MongoDB, enabling them to manage the application's data efficiently and effectively."
"TC-Networking-047","Internet Connectivity","Networking","41","User has the Trek with TrekMate 2023/24 application installed on their device and an active internet connection.","N/A","1. Open the Trek with TrekMate 2023/24 application.
2. Attempt to access the application's features that require internet connectivity.","The application should be able to connect to the internet and access the required features without interruption."
"TC-GPS-048","GPS Accuracy","GPS","41","User has the Trek with TrekMate 2023/24 application installed on their device with GPS capabilities.","N/A","1. Open the Trek with TrekMate 2023/24 application.
2. Enable the GPS feature.
3. Verify the accuracy of the GPS data provided by the application.","The GPS data provided by the application should be accurate and reliable."
"TC-Security-049","Server-side Security","Security","42","N/A","N/A","1. Attempt to access protected features of the Trek with TrekMate 2023/24 application without proper authentication.
2. Verify that the application's server-side security mechanisms are effective in preventing unauthorized access.","The server-side security mechanisms should effectively prevent unauthorized access to protected features of the application."
"TC-Performance-050","Response Time","Performance","44","The application is running and connected to the internet.","N/A","1. Perform any action in the application.
2. Measure the time taken for the application to respond.","The response time should be less than or equal to 2 seconds."
"TC-Performance-051","User Capacity","Performance","44","The application is running and connected to the internet.","N/A","1. Simulate 1000 concurrent users accessing the application.
2. Measure the application's performance and stability.","The application should be able to handle at least 1000 concurrent users without crashing or experiencing significant performance degradation."
"TC-Usability-052","User Interface Intuitiveness","Usability","44","The application is installed and running.","N/A","1. Navigate through the application's interface.
2. Evaluate the ease of use and intuitiveness of the interface.","The interface should be intuitive and easy to use."
"TC-Robustness-053","Data Accuracy","Robustness","44","The application is running and connected to the internet.","N/A","1. Collect data from the application.
2. Compare the collected data with the actual values.","The data displayed by the application should be accurate, with a maximum error of 1%."
"TC-Robustness-054","User Authentication","Robustness","44","The application is running and connected to the internet.","N/A","1. Attempt to access the application without authentication.
2. Attempt to access the application with incorrect credentials.","The application should only allow authenticated users to access its features."
"TC-Portability-055","Android Compatibility","Portability","45","The application is installed on an Android device.","Android 8.1 or later.","1. Install the application on an Android device running Android 8.1 or later.
2. Launch the application and navigate through its features.","The application should run smoothly without any compatibility issues."
"TC-Portability-056","Resource Optimization","Portability","45","The application is installed on an Android device.","N/A","1. Monitor the application's resource usage on an Android device.
2. Evaluate the application's efficiency in using system resources.","The application should optimize the use of system resources."
"TC-Evolution-057","Future Updates","Evolution","46","The application is installed and running.","N/A","1. Monitor the application for future updates.
2. Evaluate the new features and improvements introduced in each update.","The application should receive regular updates with new features and improvements based on user feedback and emerging needs."
"TC-Mapping-058","User can select a path and view meteorological information for that path.","Mapping","49","User is registered
User is authenticated
User has access to the mapping feature and the weather service.","A path","1. User selects a path.
2. The system displays the meteorological information for the selected path.","The selected path, along with the meteorological information for that path, is displayed to the user."
"TC-Mapping-059","User can view details of completed and saved paths.","Mapping","50","User has completed an excursion
User has saved the path in the app
User desires to view the details of the saved path.","A completed and saved path","1. User selects a completed and saved path.
2. The system displays all the details of the selected path.","The user can access all the details of the selected path."
"TC-Weather-060","App provides accurate and timely weather information.","Weather","50","User is registered
User has logged in
User has started an excursion.","A location for the excursion","1. User starts an excursion.
2. The system provides weather information for the location of the excursion.","The user receives weather information for the location of the excursion, which can help them make informed decisions regarding their safety and comfort."
"TC-Weather-061","User can verify a specific location on the map and get accurate weather information.","Weather","51","User is registered
User has logged in
The app has access to the user's current location
The app is connected to a mapping service and a weather service.","A specific location on the map","1. User verifies the selected location on the map.
2. The system provides weather information for the verified location.","The user has verified the selected location and received the weather information related to that location."
"TC-WorkoutTracking-062","System provides a clear view of past workouts, ordered chronologically.","Workout Tracking","52","User has logged in
There are past workouts registered for the user.","Past workouts","1. User logs in.
2. The system displays the past workouts in chronological order.","The user has successfully viewed the past workouts."
"TC-WorkoutTracking-063","System starts and stops workout tracking.","Workout Tracking","52","User has logged in
User has selected the option to start workout tracking.","A workout","1. User selects the option to start workout tracking.
2. The system starts tracking the workout.
3. User stops the workout tracking.","The statistics of the workout are registered and associated with the user's profile."
"TC-WorkoutTracking-064","System saves workout statistics permanently and associates them with the user's profile.","Workout Tracking","52","User has logged in
User has started workout tracking.","A workout","1. User starts workout tracking.
2. The system tracks the workout.
3. The statistics of the workout are saved permanently and associated with the user's profile.","The statistics of the workout are saved and associated with the user's profile."
"TC-UserInterface-065","Verify user feedback on frequency of mountain hiking","User Interface","56","User is logged in and navigates to the feedback section","None","1. Navigate to the feedback section of the app.
2. Verify that the graph showing the distribution of frequency of mountain hiking in the Veneto region is displayed.","The graph is displayed correctly."
"TC-UserInterface-066","Verify user feedback on usefulness of detailed trail information","User Interface","56","User is logged in and navigates to the feedback section","None","1. Navigate to the feedback section of the app.
2. Verify that the pie chart showing the distribution of user feedback on the usefulness of detailed trail information is displayed.","The pie chart is displayed correctly."
"TC-AppFunctionality-067","Check if the app supports offline maps","App Functionality","63","User has downloaded the map for a specific trail","Any trail with offline map support","1. Open the app and select a trail with offline map support
2. Turn off the internet connection
3. Navigate through the trail using the map","The map should be displayed and navigable without internet connection"
"TC-TrailInformation-068","Check if the app provides updates about the state of the trails","Trail Information","61,62","User has selected a trail","Any trail with updates about the state of the trail","1. Open the app and select a trail
2. Check if there is any information about the state of the trail (last maintenance, closed trails, hazards)","The information about the state of the trail is displayed"
"TC-TrailInformation-069","Check if the app provides information about the duration and difficulty level of the trails","Trail Information","61","User has selected a trail","Any trail with duration and difficulty level information","1. Open the app and select a trail
2. Check if the duration and difficulty level of the trail is displayed","The duration and difficulty level of the trail is displayed"
"TC-TrailInformation-070","Check if the app provides information about special equipment requirements","Trail Information","61","User has selected a trail","Any trail with special equipment requirements","1. Open the app and select a trail
2. Check if the special equipment requirements (helmets, etc.) are displayed","The special equipment requirements are displayed"
"TC-TrailInformation-071","Check if the app provides information about child-friendly trails","Trail Information","61","User has selected a trail","Any trail with child-friendly information","1. Open the app and select a trail
2. Check if the trail is marked as child-friendly","The trail is marked as child-friendly if it is suitable for children"
"TC-TrailInformation-072","Check if the app provides information about water sources and rest stops","Trail Information","61","User has selected a trail","Any trail with water sources and rest stops information","1. Open the app and select a trail
2. Check if the water sources and rest stops are displayed","The water sources and rest stops are displayed"
"TC-TrailInformation-073","Check if the app provides information about animal hazards","Trail Information","61","User has selected a trail","Any trail with animal hazard information","1. Open the app and select a trail
2. Check if the animal hazards are displayed","The animal hazards are displayed"
"TC-UserInterface-074","Check if the app provides personal and group objectives","User Interface","61","User has created an account and selected a trail","Any trail with personal and group objectives","1. Open the app and select a trail
2. Check if the personal and group objectives are displayed","The personal and group objectives are displayed"
"TC-UserInterface-075","Check if the app provides advanced tracking of activities","User Interface","61","User has created an account and selected a trail","Any trail with advanced tracking of activities","1. Open the app and select a trail
2. Check if the advanced tracking of activities (distance, elevation gain, etc.) is displayed","The advanced tracking of activities is displayed"
"TC-AppRegulations-076","Check if the app adheres to the code of conduct","App Regulations","63","User has created an account and is using the app","Any user","1. Use the app and check if the user is adhering to the code of conduct","The user is adhering to the code of conduct and not spreading false or misleading information"
"TC-Database-077","Check if the app uses MongoDB as the database system","Database","63","User has created an account and is using the app","Any user","1. Check if MongoDB is being used as the database system for the app","MongoDB is being used as the database system for the app"
"TC-DeviceRequirements-078","Check if the app requires a minimum Android version","Device Requirements","63","User has a device with the minimum required Android version","Any device with the minimum required Android version","1. Check if the app requires a minimum Android version of 8.1 (Api 27)","The app requires a minimum Android version of 8.1 (Api 27)"
"TC-DeviceRequirements-079","Check if the app requires a GPS-enabled device","Device Requirements","63","User has a device with GPS","Any device with GPS","1. Check if the app requires a device with GPS","The app requires a device with GPS"
"TC-DeviceRequirements-080","Check if the app requires at least 1 GB of RAM","Device Requirements","63","User has a device with at least 1 GB of RAM","Any device with at least 1 GB of RAM","1. Check if the app requires at least 1 GB of RAM","The app requires at least 1 GB of RAM"
"TC-DeviceRequirements-081","Check if the app requires at least 300 MB of storage","Device Requirements","63","User has a device with at least 300 MB of storage","Any device with at least 300 MB of storage","1. Check if the app requires at least 300 MB of storage","The app requires at least 300 MB of storage"
"TC-EnvironmentRequireme-082","Check if the app requires a stable internet connection","Environment Requirements","64","User is using the app in an area with a stable internet connection","Any user","1. Check if the app requires a stable internet connection","The app requires a stable internet connection"
